age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
34,84659.47,4996.68,1884.11,325874.34,2248.57,high,advanced,17,1158595.11,capital_preservation
22,78019.01,5199.56,56159.82,19013.33,25609.3,moderate,advanced,17,958236.21,balanced_long_term
21,136309.43,7696.43,25847.12,178789.76,74279.99,moderate,intermediate,26,934070.13,balanced_long_term
55,41942.35,3320.44,6575.05,259756.01,0.0,moderate,advanced,24,206959.94,capital_preservation
33,92313.13,5774.93,2408.06,135984.94,8872.87,low,intermediate,8,865044.93,capital_preservation
65,39626.1,976.1,1221.95,0.0,0.0,low,beginner,24,796467.63,capital_preservation
64,55491.54,3372.64,49772.34,27511.67,38829.97,low,intermediate,1,2174334.65,income_focus
22,12000.0,950.0,33821.59,0.0,44025.39,moderate,beginner,17,1105876.76,capital_preservation
58,74210.3,4945.52,0.0,0.0,0.0,high,intermediate,15,2049352.29,capital_preservation
44,107287.28,5092.09,36652.57,57493.04,71838.96,low,beginner,21,1889606.88,capital_preservation
44,77070.41,4012.77,0.0,151876.6,22440.48,high,beginner,13,943923.31,capital_preservation
49,78636.88,3685.26,22532.57,137385.64,69097.67,low,intermediate,11,1967447.27,income_focus
34,93084.1,3563.9,14003.27,31049.25,25797.41,high,beginner,7,122792.5,income_focus
29,162733.82,6903.83,40042.48,195766.78,19179.92,moderate,advanced,29,2044053.19,balanced_long_term
49,114140.83,4233.63,0.0,293552.56,86353.01,low,beginner,2,874918.2,capital_preservation
28,37659.97,2195.88,0.0,0.0,17736.0,moderate,beginner,26,1479069.54,capital_preservation
57,118756.67,6489.38,12327.54,0.0,20224.05,moderate,beginner,9,479467.51,capital_preservation
45,163869.14,8501.53,60214.68,361930.76,80422.53,moderate,intermediate,22,679326.73,balanced_long_term
45,110016.04,4485.84,39141.43,43719.79,98685.88,low,intermediate,11,1799483.22,capital_preservation
48,89251.15,4103.64,20901.76,64672.91,13258.57,low,intermediate,2,410652.8,income_focus
42,134516.68,6976.08,47637.4,170872.48,70015.34,low,beginner,20,1727353.37,income_focus
61,40814.06,844.01,12921.07,268356.97,0.0,low,beginner,12,572667.81,income_focus
63,68600.72,2639.59,3805.28,103765.93,2600.03,low,intermediate,7,1564654.13,capital_preservation
42,15666.95,1076.77,20816.21,0.0,5850.36,low,advanced,16,2443372.03,income_focus
51,197226.72,7941.29,73823.51,412299.83,29201.74,moderate,beginner,18,1415747.5,income_focus
33,138835.28,6453.76,30511.97,339780.62,71808.19,high,intermediate,5,216052.91,balanced_short_term
63,57063.04,3558.83,38665.36,66978.92,77208.82,high,beginner,5,383581.17,capital_preservation
58,82254.22,3921.38,12073.43,16606.49,0.0,moderate,intermediate,29,3294648.42,balanced_long_term
35,28417.79,1914.65,45337.28,50377.44,32835.92,moderate,beginner,21,194788.2,income_focus
65,90264.11,1445.71,0.0,70932.91,0.0,low,beginner,8,1670349.06,capital_preservation
46,136336.58,6246.46,41670.82,265886.51,53384.07,high,intermediate,24,386831.2,growth_aggressive
53,80769.32,2906.12,3636.21,0.0,67422.91,low,intermediate,5,1606410.81,capital_preservation
61,21707.47,1718.51,0.0,0.0,9244.82,high,intermediate,9,100662.16,capital_preservation
28,63175.46,5001.39,15765.87,0.0,36406.01,low,intermediate,19,2373215.72,capital_preservation
56,126046.86,4910.75,37118.95,36316.0,18338.17,high,beginner,7,1600539.34,income_focus
63,24231.04,736.62,0.0,140707.65,55608.26,high,intermediate,17,10000.0,capital_preservation
32,148973.21,6346.43,18475.19,420579.06,102747.02,moderate,beginner,22,900924.09,capital_preservation
43,157002.13,7702.89,57401.26,375815.6,8163.7,low,beginner,23,753910.62,income_focus
36,12000.0,500.0,16280.58,31655.95,11574.67,high,intermediate,22,979424.98,growth_aggressive
42,51867.71,2411.26,0.0,246990.31,0.0,moderate,beginner,23,1771040.17,capital_preservation
48,83616.53,3131.59,23882.23,163584.63,0.0,moderate,advanced,19,2724748.05,balanced_long_term
28,154535.45,6848.13,45116.05,73239.48,36204.5,low,beginner,26,1166487.08,income_focus
29,113832.81,7170.22,26982.15,457575.94,20425.64,moderate,beginner,18,2748268.5,income_focus
21,69964.57,4705.54,34683.45,340882.15,0.0,high,beginner,14,10000.0,income_focus
22,72832.15,4225.7,77202.34,66858.99,8645.13,moderate,beginner,18,574965.23,income_focus
42,132573.52,6530.65,0.0,51813.26,106450.17,low,beginner,14,872192.76,capital_preservation
50,60488.63,3655.28,0.0,0.0,32089.25,moderate,intermediate,8,77869.45,capital_preservation
54,134121.26,6731.41,37008.11,189675.86,13548.4,moderate,beginner,19,910728.62,income_focus
25,62848.88,3121.59,6374.37,152509.72,42910.86,low,beginner,5,1746894.04,capital_preservation
53,44340.95,1941.37,0.0,0.0,0.0,high,beginner,6,763157.89,capital_preservation
32,93965.71,7272.93,27754.13,106140.67,33053.31,low,beginner,21,2557533.49,income_focus
21,123657.07,5916.92,0.0,277969.46,93984.92,low,beginner,2,10000.0,capital_preservation
33,132161.33,5497.69,5320.26,225777.24,25359.97,high,beginner,11,128699.98,capital_preservation
24,91933.6,5376.92,53937.41,58092.99,69671.84,low,beginner,28,149671.73,income_focus
33,55458.13,4390.43,28647.55,0.0,0.0,high,beginner,29,946963.31,income_focus
19,119125.89,5618.09,0.0,81131.95,51098.86,low,intermediate,15,1584647.07,capital_preservation
25,118696.62,4640.16,25843.38,79149.25,0.0,moderate,beginner,5,1515739.36,income_focus
48,95918.99,5064.23,22912.67,193425.46,4525.87,moderate,advanced,3,497738.93,balanced_short_term
22,56937.89,1977.85,0.0,237299.82,62555.67,moderate,intermediate,1,858065.73,capital_preservation
62,49344.17,1988.57,18715.88,26282.91,32163.48,high,intermediate,22,2332539.89,capital_preservation
27,97171.84,3362.91,34755.44,129674.5,9680.56,moderate,beginner,5,802392.06,income_focus
37,53580.03,2393.87,27061.68,146945.63,45817.59,low,advanced,3,342955.4,income_focus
55,43703.1,576.99,37531.01,148188.05,54362.7,high,beginner,27,10000.0,income_focus
44,92970.39,5013.67,32743.18,21008.97,0.0,low,intermediate,17,1517568.56,income_focus
18,40850.53,1004.43,1280.01,0.0,0.0,low,intermediate,3,114554.25,capital_preservation
34,132634.88,4516.96,27997.58,321923.12,29691.47,high,beginner,5,770348.44,income_focus
25,104303.44,4369.16,38068.12,194909.11,77341.52,low,intermediate,10,953863.24,income_focus
25,38866.94,3001.77,21374.95,0.0,61933.94,moderate,beginner,13,2070238.58,capital_preservation
37,12000.0,500.0,9377.05,0.0,0.0,low,advanced,22,26493.68,income_focus
35,19625.91,500.0,42653.24,0.0,41659.52,high,intermediate,2,1822995.63,capital_preservation
40,125912.18,4389.06,59319.54,86545.1,54450.93,low,beginner,9,1252717.51,income_focus
25,24255.97,1920.26,10709.86,174309.17,6700.27,low,advanced,24,722222.04,income_focus
54,55864.33,4422.59,0.0,43304.92,23850.46,low,intermediate,1,2208932.86,capital_preservation
56,102781.43,1411.49,24722.13,116607.07,3233.6,moderate,intermediate,24,866891.88,balanced_long_term
64,12000.0,500.0,27027.34,0.0,0.0,moderate,beginner,1,1576452.82,income_focus
27,143703.12,5697.77,61153.27,52489.41,93226.4,low,intermediate,20,837142.29,capital_preservation
38,62736.32,3540.16,1109.23,168549.17,39646.59,moderate,beginner,4,1113655.6,capital_preservation
52,177780.96,9275.6,68844.99,637292.91,82861.68,moderate,beginner,27,243275.52,income_focus
68,62222.38,3629.0,11201.23,109920.39,65276.02,high,beginner,16,497503.68,income_focus
62,119825.1,3564.48,22127.43,199599.51,73091.97,high,intermediate,27,1438935.65,growth_aggressive
20,54676.67,2192.5,14143.95,77853.5,0.0,moderate,beginner,26,788972.51,income_focus
45,106959.61,3607.57,0.0,118659.04,68000.44,high,advanced,2,10000.0,capital_preservation
32,96548.55,4638.25,37619.75,34776.95,36389.72,high,intermediate,20,395711.38,growth_aggressive
27,12000.0,500.0,0.0,0.0,10824.49,low,intermediate,17,1161630.98,capital_preservation
57,106856.0,3359.35,27464.16,126304.41,49523.68,moderate,beginner,6,10000.0,income_focus
19,58725.09,2681.63,0.0,163113.06,9384.94,high,advanced,21,1169394.88,capital_preservation
22,169527.06,6967.3,40544.8,305425.47,58397.55,moderate,intermediate,23,616874.08,balanced_long_term
43,12000.0,500.0,0.0,88054.39,28243.67,moderate,beginner,10,10000.0,capital_preservation
40,102954.19,5708.66,7912.37,280653.86,0.0,moderate,intermediate,27,2253340.92,capital_preservation
59,83184.59,1178.41,0.0,140306.03,14792.1,moderate,intermediate,7,1086348.53,capital_preservation
39,91147.1,5651.65,22986.63,122880.45,74473.97,moderate,beginner,25,1281443.11,income_focus
49,108629.32,7231.41,46970.01,0.0,94159.08,high,intermediate,20,40559.52,capital_preservation
62,55688.16,2672.58,6819.56,314533.77,98781.27,moderate,intermediate,5,719917.78,capital_preservation
53,70198.61,2711.83,42014.47,40702.02,23059.31,moderate,beginner,4,2455650.2,income_focus
33,150780.96,5895.47,43603.35,112992.25,43662.72,moderate,advanced,24,10000.0,balanced_long_term
25,22847.62,1636.93,57309.27,197766.42,0.0,high,intermediate,10,10000.0,growth_aggressive
25,134298.51,6815.87,847.25,274736.82,0.0,moderate,intermediate,16,1013795.66,capital_preservation
21,125020.58,6899.81,64006.14,292451.96,87012.2,high,beginner,27,1067131.75,income_focus
69,30443.43,500.0,560.49,74639.4,68287.7,low,intermediate,5,1809486.74,capital_preservation
20,111761.06,4830.15,60993.66,243942.79,0.0,moderate,beginner,23,864076.72,income_focus
38,109564.55,3777.76,40158.84,0.0,13322.63,high,advanced,9,903732.42,balanced_long_term
34,71298.5,3803.6,16322.32,108457.17,51227.22,high,beginner,28,765798.85,income_focus
30,43579.49,3450.04,20512.96,0.0,0.0,high,intermediate,8,859931.4,balanced_long_term
40,100836.88,5187.19,0.0,263758.08,21895.63,moderate,intermediate,11,1132787.01,capital_preservation
35,78068.5,4063.59,12857.2,39215.58,91543.31,high,intermediate,17,1426333.23,capital_preservation
42,31689.19,2508.73,0.0,158756.5,982.32,low,beginner,18,1435899.11,capital_preservation
52,117297.65,5512.19,0.0,155561.54,96305.34,high,beginner,6,107242.38,capital_preservation
65,123288.74,6521.58,50446.04,228524.68,40254.57,low,beginner,9,1254731.33,income_focus
42,110090.91,3440.78,43648.15,411681.78,41669.82,moderate,intermediate,26,2524252.77,balanced_long_term
61,94144.31,3355.36,9860.96,135265.63,86843.44,moderate,beginner,18,717553.96,capital_preservation
21,65760.05,2328.64,0.0,266171.06,61745.84,low,advanced,22,2093628.11,capital_preservation
36,121274.51,3581.08,67020.67,276293.77,40889.68,moderate,beginner,12,565419.94,income_focus
43,12000.0,950.0,32789.84,0.0,18128.12,low,intermediate,1,529317.07,income_focus
63,132343.37,5989.09,83638.57,204072.25,9277.06,high,intermediate,22,1545154.65,growth_aggressive
60,55624.17,2396.74,9619.8,0.0,8924.85,high,intermediate,28,10000.0,capital_preservation
49,159914.92,7221.05,23793.48,206993.37,0.0,moderate,beginner,8,2025551.15,income_focus
29,149328.94,7152.28,58663.05,310284.57,77196.77,high,intermediate,8,2436576.02,balanced_long_term
23,85193.84,3922.58,31359.48,76254.05,42407.7,moderate,beginner,21,1007164.21,income_focus
50,12000.0,714.25,15197.08,81203.77,26886.83,high,beginner,14,2480141.08,income_focus
34,112487.85,4331.37,30113.78,92741.27,61832.39,moderate,advanced,8,212370.91,balanced_long_term
38,30427.65,1907.58,73269.04,207661.89,39383.59,moderate,advanced,20,10000.0,balanced_long_term
43,49460.98,1427.86,8223.98,0.0,0.0,low,beginner,25,444236.07,income_focus
18,108506.21,4694.65,22662.25,234392.82,32295.59,moderate,intermediate,7,1501148.38,balanced_long_term
18,88627.35,3123.94,639.76,225238.73,48817.25,low,intermediate,8,1034652.46,capital_preservation
50,127079.89,6917.97,29250.53,357058.97,53616.39,moderate,beginner,28,1185255.03,income_focus
22,116560.79,8756.72,19770.32,183360.55,22948.07,low,intermediate,9,495271.74,capital_preservation
32,13562.82,500.0,0.0,96160.8,116734.88,moderate,beginner,8,1674999.75,capital_preservation
22,143470.61,6237.3,20072.26,193851.01,80525.78,moderate,intermediate,13,850876.3,balanced_long_term
37,102866.42,2570.64,14613.57,245425.86,48125.18,moderate,beginner,22,1877309.64,income_focus
31,105076.35,5929.05,45029.68,104878.9,0.0,low,intermediate,7,1817853.99,income_focus
29,44210.6,2578.2,9273.48,0.0,30478.04,moderate,beginner,28,2013761.03,capital_preservation
60,30295.46,993.27,8639.43,259190.43,0.0,moderate,intermediate,4,718908.14,balanced_short_term
42,18528.57,643.75,0.0,0.0,40053.05,low,beginner,21,438437.78,capital_preservation
43,98550.09,5696.38,0.0,48013.8,40856.38,low,beginner,15,1200655.21,capital_preservation
56,61291.61,2514.6,44041.46,4096.46,18939.79,moderate,intermediate,24,774768.81,balanced_long_term
19,140439.07,6360.29,29841.79,171172.17,38920.75,moderate,intermediate,14,1176467.28,balanced_long_term
43,41462.95,3282.48,5920.09,0.0,71756.0,moderate,intermediate,7,896464.69,capital_preservation
22,77368.61,1886.78,17143.97,151576.89,101097.54,low,beginner,27,929510.93,income_focus
39,123986.48,4709.65,45774.28,96938.11,0.0,low,advanced,15,10000.0,income_focus
56,85465.1,3427.34,31236.56,0.0,58477.34,moderate,beginner,3,10000.0,capital_preservation
28,103781.69,6753.74,33821.5,223215.48,37025.07,moderate,beginner,29,91067.71,income_focus
35,103078.7,3376.63,33758.53,0.0,47932.87,moderate,beginner,3,1242789.17,capital_preservation
50,50995.9,2404.68,0.0,26861.22,7364.4,moderate,intermediate,6,10000.0,capital_preservation
18,37464.41,2470.11,0.0,0.0,84748.49,high,beginner,11,1481737.86,capital_preservation
61,16495.86,500.0,0.0,318301.93,0.0,low,intermediate,10,10000.0,capital_preservation
67,194010.16,8321.23,15491.96,22584.17,58139.21,low,intermediate,25,1166031.44,capital_preservation
69,99538.75,4182.84,0.0,229208.09,35339.11,moderate,beginner,5,10000.0,capital_preservation
64,51000.67,1070.01,31631.46,118658.16,61817.59,moderate,intermediate,7,1899797.34,balanced_long_term
51,88064.54,5812.84,24895.66,95575.94,0.0,low,intermediate,27,962059.45,income_focus
20,12000.0,500.0,1997.63,0.0,99554.44,low,beginner,24,1019471.59,capital_preservation
22,50805.94,3508.49,0.0,0.0,70163.11,high,beginner,21,658662.0,capital_preservation
24,48813.25,1043.55,0.0,0.0,0.0,low,intermediate,12,1175946.69,capital_preservation
56,54924.77,2872.71,21549.01,51926.65,48997.01,low,beginner,21,808270.22,income_focus
40,23451.07,500.0,0.0,0.0,25804.83,moderate,beginner,19,1212581.08,capital_preservation
63,71278.5,2438.54,32867.02,25463.17,65413.89,moderate,intermediate,27,60021.05,capital_preservation
25,125284.83,6070.21,87292.0,359501.74,31548.58,low,intermediate,7,371485.61,income_focus
42,101272.02,4949.39,42491.85,358647.62,42283.42,moderate,beginner,9,1725662.81,income_focus
64,85233.39,4140.99,30353.67,0.0,0.0,low,beginner,23,517131.99,income_focus
46,77398.19,3783.09,0.0,60700.22,50579.67,moderate,intermediate,24,1121246.79,capital_preservation
51,84208.09,3027.71,16707.96,137373.39,23426.1,moderate,advanced,22,278027.14,balanced_long_term
26,77562.94,2875.54,14965.4,123666.19,62723.57,low,beginner,24,593799.77,income_focus
58,101907.86,5709.76,43313.48,223510.07,31731.06,high,beginner,13,510944.07,income_focus
29,93164.41,4768.37,2688.44,130775.11,28847.59,low,beginner,7,882011.63,capital_preservation
38,148716.14,5357.2,16563.47,0.0,32813.98,moderate,intermediate,16,1830758.0,capital_preservation
46,88503.55,3611.68,47780.63,130384.39,0.0,moderate,advanced,29,1565982.71,balanced_long_term
51,87772.47,3104.48,0.0,197893.29,0.0,moderate,intermediate,4,1327209.59,capital_preservation
69,110422.33,5266.15,8152.49,387682.97,24580.64,high,beginner,16,1957353.16,capital_preservation
19,86342.52,4627.89,35548.51,52379.75,52104.77,moderate,beginner,22,1845207.36,income_focus
31,53213.1,1558.64,0.0,167736.4,0.0,moderate,beginner,4,933815.91,capital_preservation
56,71306.04,3011.57,0.0,229020.35,0.0,moderate,beginner,10,210412.7,capital_preservation
53,147229.25,6990.0,11578.55,257483.27,45685.68,high,intermediate,1,1213842.88,capital_preservation
51,148901.26,4615.4,39583.32,462683.3,47467.47,high,beginner,23,2090888.53,income_focus
49,47251.48,1343.4,0.0,114220.96,70065.86,low,beginner,24,10000.0,capital_preservation
44,108996.34,3381.1,21609.91,199992.56,0.0,moderate,intermediate,28,1377737.72,balanced_long_term
43,112317.4,5236.27,9424.48,39967.27,18876.01,low,beginner,24,10000.0,capital_preservation
64,139202.84,6475.19,0.0,491502.8,47563.32,high,beginner,9,724303.4,capital_preservation
69,180475.37,9475.64,65667.27,339867.76,23033.69,moderate,intermediate,7,1212465.1,balanced_long_term
28,12000.0,931.95,0.0,0.0,25824.38,high,beginner,13,807011.59,capital_preservation
28,124946.78,7073.28,22648.3,191521.5,55755.97,moderate,beginner,4,909936.07,income_focus
41,139428.43,6963.36,77834.83,162769.16,113718.89,moderate,intermediate,18,105638.55,balanced_long_term
60,103845.9,5236.28,74714.95,75563.89,72542.81,low,advanced,6,279252.74,income_focus
63,140319.62,7150.82,40188.6,237612.39,45962.44,high,beginner,14,363606.27,income_focus
45,51158.37,2611.32,12115.7,102578.81,37937.95,low,beginner,22,799216.88,income_focus
48,106707.38,2686.94,6913.48,277789.81,0.0,moderate,beginner,2,722908.5,capital_preservation
66,135358.92,5643.8,55534.12,122500.52,28271.53,moderate,beginner,20,1868476.79,income_focus
39,27793.79,500.0,16813.43,262984.65,25476.83,high,beginner,15,820376.02,income_focus
58,41869.34,3314.66,0.0,158547.11,0.0,low,intermediate,10,464401.68,capital_preservation
45,79132.26,4123.51,8736.67,0.0,0.0,low,intermediate,6,1338315.46,capital_preservation
62,55322.6,4379.71,9125.85,29779.52,63208.61,moderate,advanced,23,1007685.01,capital_preservation
37,96682.51,6941.28,32576.83,0.0,46890.84,low,intermediate,26,1277893.05,capital_preservation
66,83709.48,3773.55,36253.47,60514.52,0.0,low,intermediate,1,1075107.18,income_focus
46,90241.08,3016.18,11498.45,260769.38,50464.76,high,beginner,6,2377671.38,income_focus
18,153785.24,8274.34,52879.63,128079.68,59888.43,low,advanced,17,812595.81,income_focus
47,135480.29,6112.18,21750.06,135981.16,61756.48,high,advanced,4,1305347.35,balanced_short_term
64,76016.57,2106.61,21227.53,0.0,0.0,high,beginner,20,728041.79,income_focus
36,172961.16,8350.34,51715.15,215077.66,36681.54,high,beginner,10,1336232.28,income_focus
66,78824.8,4496.18,0.0,47451.44,0.0,low,intermediate,9,10000.0,capital_preservation
41,79044.44,3055.94,0.0,351938.14,40167.15,moderate,beginner,14,1541705.61,capital_preservation
57,72249.56,4044.64,0.0,300017.68,32582.91,moderate,beginner,16,307626.16,capital_preservation
